POYEAR,POSERIES,PONO,ITEMCODE,INDENTOR,INDYEAR,INDENTNO,MAJSRNO,ENQYEAR,ENQNO,SQTY,PORATE,DISCPER,DLVDATE,AP_VALUE,RECPTYEAR,RECPTNO,RECPTDATE,RECPTQTY,INWYEAR,INWARDNO,INWQTY,STATUS,USERID,ACTION,MOREDESC,MOREDESC1,MOREDESC2,DEPTYPE,DEPTCODE,MACHTYPE,MACHCODE,GPS_QTY,PEN_QTY
20122013,CH,729,10104002,150,20122013,50401,,,0,1819,25.8,0,23-03-13,55178.46,20122013,9035,23-03-13,1819,20122013,8611,1819,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES,ODORLESS LQD  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR NAOH",BAUME @ 20 C---> 48.5 +/- 0.50  ASSAY % WW---> 48.00 +/- 1.00  SPECIFIC GRAVITY---> 1.51,,D,510,,,0,0
20122013,CH,730,10101010,141,20122013,50606,,,0,4.42,1225,0,23-03-13,5943.36,20122013,9037,23-03-13,4.42,20122013,8612,4.42,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,501,,,0,0
20122013,CH,730,10101010,141,20122013,50789,,,0,4.42,1225,0,23-03-13,5943.36,20122013,9038,23-03-13,4.42,20122013,8612,4.42,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,502,,,0,0
20122013,CH,730,10101010,150,20122013,90200,,,0,9.44,1225,0,23-03-13,12693.51,20122013,9039,23-03-13,9.44,20122013,8612,9.44,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,901,,,0,0
20122013,CH,731,10181126,126,20122013,10159,,,0,3994.32,113,0,25-03-13,517288.95,20122013,9138,28-03-13,3054.48,20122013,8658,3994.32,,STORE,ADD,,,,D,102,,,0,0
20122013,CH,732,10181150,150,20122013,90264,,,0,600,1550,0,01-04-13,1065846.96, ,0,NULL,0, ,0,0, ,STORE,ADD,SPECIFICATIONS ----->               APPEARANCE---> BLACKISH GREY METAL SU.IN WATER  NICEK CONTECT %---> 88.00 MIN  SETTLED DENSITY GM/ML---> 2.00 MAX,IDENTIFICATION---> FOR NICKEL  PYROPHOROSITY---> GOOD  PH OF SUPERNATANT WATER---> 9.5 - 11.0  SETTING TIME---> 60 SEC MAX  CHLORIDE-IN WATER---> 5 PPM MAX,IRON-PPM IN WATER---> 5 PPM MAX  KMN04 ACTIVITY-ML/GM---> 18.5 MIN  MOLYBDENUM %---> 1.0 % MIN,D,901,,,0,0
20122013,CH,733,10101010,141,20122013,50606,,,0,6.525,1225,0,25-03-13,8773.85,20122013,9140,28-03-13,6.525,20122013,8689,6.525,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,501,,,0,0
20122013,CH,733,10101010,141,20122013,50789,,,0,6.525,1225,0,25-03-13,8773.85,20122013,9141,28-03-13,6.525,20122013,8689,6.525,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,502,,,0,0
20122013,CH,733,10101010,150,20122013,50720,,,0,4.71,1225,0,25-03-13,6333.31,20122013,9142,28-03-13,4.71,20122013,8689,4.71,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,509,,,0,0
20122013,CH,734,10181068,126,20122013,10127,,,0,1297,52,0,26-03-13,77717.51,20122013,9155,28-03-13,1297,20122013,8726,1297,E,STORE,ADD,SPECIFICATIONS ----->               APPEARANCE---> CLEAR YELLOW SOLUTION  CHLORINE G/LT---> 80 TO 100  CAUSTIC G/LT---> 20 TO 25,BAUME---> 15 MIN  SPECIFIC GRAVITY---> 1.115 MIN,,D,102,,,0,0
20122013,CH,735,10181068,126,20122013,10161,,,0,1881,52,0,29-03-13,112467.25,20122013,9188,29-03-13,1881,20122013,8757,1881,E,STORE,UPD,SPECIFICATIONS ----->               APPEARANCE---> CLEAR YELLOW SOLUTION  CHLORINE G/LT---> 80 TO 100  CAUSTIC G/LT---> 20 TO 25,BAUME---> 15 MIN  SPECIFIC GRAVITY---> 1.115 MIN,,D,102,,,0,0
20122013,CH,736,10101010,126,20122013,10067,,,0,4.79,1225,0,29-03-13,6440.88,20122013,9228,30-03-13,4.79,20122013,8795,4.79,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,102,,,0,0
20122013,CH,736,10101010,141,20122013,50606,,,0,3.235,1225,0,29-03-13,4349.95,20122013,9229,30-03-13,3.235,20122013,8795,3.235,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,501,,,0,0
20122013,CH,736,10101010,141,20122013,50789,,,0,3.235,1225,0,29-03-13,4349.95,20122013,9230,30-03-13,3.235,20122013,8795,3.235,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,502,,,0,0
20122013,CH,736,10101010,150,20122013,50103,,,0,1.5,1225,0,29-03-13,2016.98,20122013,9231,30-03-13,1.5,20122013,8795,1.5,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,510,,,0,0
20122013,CH,736,10101010,150,20122013,90200,,,0,3.6,1225,0,29-03-13,4840.74,20122013,9232,30-03-13,3.6,20122013,8795,3.6,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,901,,,0,0
20122013,CH,737,10120004,150,20122013,90146,,,0,15000,24.5,0,05-04-13,413128.8,20132014,199,08-04-13,7202.16,20132014,211,7202.16,,STORE,ADD,,,,D,901,,,0,0
20122013,CH,738,10104002,141,20122013,50399,,,0,3202,25.2,0,29-03-13,95113.81,20122013,9225,30-03-13,3202,20122013,8794,3202,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES,ODORLESS LQD  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR NAOH",BAUME @ 20 C---> 48.5 +/- 0.50  ASSAY % WW---> 48.00 +/- 1.00  SPECIFIC GRAVITY---> 1.51,,D,501,,,0,0
20122013,CH,738,10104002,141,20122013,50400,,,0,3203,25.2,0,29-03-13,95143.51,20122013,9226,30-03-13,3203,20122013,8794,3203,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES,ODORLESS LQD  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR NAOH",BAUME @ 20 C---> 48.5 +/- 0.50  ASSAY % WW---> 48.00 +/- 1.00  SPECIFIC GRAVITY---> 1.51,,D,502,,,0,0
20122013,CH,738,10104002,150,20122013,90165,,,0,3358,25.2,0,29-03-13,99747.71,20122013,9227,30-03-13,3358,20122013,8794,3358,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES,ODORLESS LQD  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR NAOH",BAUME @ 20 C---> 48.5 +/- 0.50  ASSAY % WW---> 48.00 +/- 1.00  SPECIFIC GRAVITY---> 1.51,,D,901,,,0,0
20122013,CH,739,10101001,112,20122013,30468,,,0,9.68,1625,0,30-03-13,17772.77,20122013,9240,30-03-13,9.68,20122013,8803,9.68,E,STORE,ADD,"SPECIFICATIONS ----->               APPEARANCE---> CLEAR,COLOURLES -HCL  FOREIGN MATTER---> NIL  IDENTIFICATION---> FOR CHLORIDE",BAUME @20 C---> 19.00 +/- 1.00  ASSAY % W/S---> 30 +/- 2.00  Free Chlorine---> -,,D,301,,,0,0
20122013,CP,430,15282649,107,20122013,50733,,,0,10,86,0,08-03-13,903,20122013,8502,06-03-13,10,20122013,8103,10,E,STORE,ADD,-,,,D,504,M,115,0,0
20122013,CP,430,15282797,107,20122013,50733,,,0,10,65,0,08-03-13,682.5,20122013,8486,05-03-13,10,20122013,8088,10,E,STORE,ADD,-,,,D,504,M,115,0,0
20122013,CP,431,15202135,160,20122013,30392,,,0,4,1137,20,11-03-13,3820.32,20122013,9181,28-03-13,4,20122013,8750,4,E,STORE,ADD,,,,D,308,M,112,0,0
20122013,CP,432,15201823,107,20122013,90228,,,0,6,8037,12,11-04-13,44557.13, ,0,NULL,0, ,0,0, ,STORE,UPD,,,,D,901,M,117,0,0
20122013,CP,432,15282788,107,20122013,90228,,,0,6,4082,12,11-04-13,22630.61, ,0,NULL,0, ,0,0, ,STORE,UPD,,,,D,901,M,117,0,0
20122013,CP,433,15202136,160,20122013,5808,,,0,5,81,25,12-03-13,318.94,20122013,8576,08-03-13,5,20122013,8171,5,E,STORE,ADD,,,,D,3,M,114,0,0
20122013,CP,433,15202140,160,20122013,5807,,,0,2,6800,20,12-03-13,11424,20122013,8576,08-03-13,2,20122013,8171,2,E,STORE,ADD,,,,D,3,M,114,0,0
20122013,CP,433,15202250,160,20122013,5807,,,0,3,3320,25,12-03-13,7843.5,20122013,8576,08-03-13,3,20122013,8171,3,E,STORE,ADD,,,,D,3,M,114,0,0
20122013,CP,433,15202490,160,20122013,5807,,,0,10,81,25,12-03-13,637.88,20122013,8576,08-03-13,10,20122013,8171,10,E,STORE,ADD,,,,D,3,M,114,0,0
20122013,CP,433,15202537,160,20122013,5808,,,0,1,2615,25,12-03-13,2059.31,20122013,8576,08-03-13,1,20122013,8171,1,E,STORE,ADD,,,,D,3,M,114,0,0
20122013,CP,434,15202134,160,20122013,5807,,,0,100,250,61,12-03-13,11502.86,20122013,8740,15-03-13,100,20122013,8182,100,E,STORE,ADD,,,,D,3,M,114,0,0
20122013,CP,434,15202264,160,20122013,5808,,,0,50,183,61,12-03-13,4210.04,20122013,8740,15-03-13,55,20122013,8182,55,E,STORE,ADD,,,,D,3,M,114,0,0
20122013,CP,435,15202273,160,20122013,5807,,,0,10,34,0,12-03-13,357,20122013,8596,09-03-13,10,20122013,8189,10,E,STORE,ADD,,,,D,3,M,114,0,0
20122013,CP,435,15202494,160,20122013,5808,,,0,10,18.7,0,12-03-13,196.35,20122013,8596,09-03-13,10,20122013,8189,10,E,STORE,ADD,long nipple heavy duty single compression,,,D,3,M,114,0,0
20122013,CP,436,15202062,160,20122013,30391,,,0,4,985,0,12-03-13,4137,20122013,8598,09-03-13,4,20122013,8191,4,E,STORE,ADD,,,,D,308,M,112,0,0
20122013,CP,437,15202235,160,20122013,30048,,,0,1,26000,0,27-03-13,27300,20122013,9115,26-03-13,1,20122013,8703,1,E,STORE,ADD,,,,D,306,M,84,0,0
20122013,CP,438,15284224,106,20122013,5824,,,0,4,324,2.5,14-03-13,1490.77,20122013,8551,07-03-13,4,20122013,8152,4,E,STORE,UPD,-,,,D,3,M,114,0,0
20122013,CP,438,15284331,106,20122013,5823,,,0,1,126.72,2.5,14-03-13,145.76,20122013,8550,07-03-13,1,20122013,8151,1,E,STORE,UPD,-,,,D,3,M,114,0,0
20122013,CP,438,15284332,106,20122013,5823,,,0,4,40.32,2.5,14-03-13,185.52,20122013,8550,07-03-13,4,20122013,8151,4,E,STORE,UPD,-,,,D,3,M,114,0,0
20122013,CP,438,15284333,106,20122013,5823,,,0,2,921.6,2.5,14-03-13,2120.21,20122013,8550,07-03-13,2,20122013,8151,2,E,STORE,UPD,-,,,D,3,M,114,0,0
20122013,CP,438,15284334,106,20122013,5823,,,0,2,172.8,2.5,14-03-13,397.54,20122013,8550,07-03-13,2,20122013,8151,2,E,STORE,UPD,-,,,D,3,M,114,0,0
20122013,CP,438,15284335,106,20122013,5824,,,0,1,576,2.5,14-03-13,662.56,20122013,8550,07-03-13,1,20122013,8151,1,E,STORE,UPD,-,,,D,3,M,114,0,0
20122013,CP,439,15201602,105,20122013,20179,,,0,10,125,0,12-03-13,1312.5,20122013,8544,07-03-13,10,20122013,8145,10,E,STORE,ADD,-,,,D,203,M,118,0,0
20122013,CP,439,15207042,105,20122013,20179,,,0,2,1400,0,12-03-13,2940,20122013,8544,07-03-13,2,20122013,8145,2,E,STORE,ADD,-,,,D,203,M,118,0,0
20122013,CP,439,15282647,105,20122013,20179,,,0,15,45,0,12-03-13,708.75,20122013,8544,07-03-13,15,20122013,8145,15,E,STORE,ADD,-,,,D,203,M,118,0,0
20122013,CP,440,15282550,105,20122013,20179,,,0,15,42,0,13-03-13,661.5,20122013,8545,07-03-13,15,20122013,8146,15,E,STORE,ADD,-,,,D,203,M,118,0,0
20122013,CP,441,15216076,270,20122013,40520,,,0,4,3000,0,11-03-13,12600,20122013,8690,13-03-13,4,20122013,8284,4,E,STORE,UPD,,,,D,406,M,O01,0,0
20122013,CP,441,15216077,270,20122013,40520,,,0,2,2550,0,11-03-13,5355,20122013,8690,13-03-13,2,20122013,8284,2,E,STORE,UPD,,,,D,406,M,O01,0,0
20122013,CP,442,15282212,107,20122013,50751,,,0,1,2450,0,08-03-13,2817.5,20122013,8605,09-03-13,1,20122013,8198,1,E,STORE,ADD,,,,D,502,M,115,0,0
20122013,CP,443,15202045,107,20122013,90236,, ,0,1,34650,58,16-03-13,18795.8,20122013,9159,28-03-13,1,20122013,8634,1,E,STORE,UPD,,,,D,901,M,117,0,0
20122013,CP,443,15202067,107,20122013,90235,,,0,2,32250,58,16-03-13,35273.19,20122013,9160,28-03-13,2,20122013,8635,2,E,STORE,UPD,,,,D,901,M,117,0,0
20122013,CP,444,15215004,107,20122013,90236,,,0,1,118471,7.5,16-03-13,121481.5,20122013,9204,29-03-13,1,20122013,8637,1,E,ASD,UPD,,,,D,901,M,117,0,0
20122013,CP,444,15215021,107,20122013,90235,,,0,2,67793,7.5,16-03-13,144520.98,20122013,9205,29-03-13,2,20122013,8638,2,E,ASD,UPD,,,,D,901,M,117,0,0
20122013,CP,445,15201009,107,20122013,50759,,,0,500,49.5,0,18-03-13,25987.5,20122013,8720,13-03-13,500,20122013,8314,500,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,445,15201133,107,20122013,50752,, ,0,10,255,0,18-03-13,2677.5,20122013,8883,19-03-13,10,20122013,8459,10,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,445,15201508,107,20122013,50753,, ,0,10,108,0,18-03-13,1134,20122013,8721,13-03-13,10,20122013,8315,10,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,445,15201725,107,20122013,50753,, ,0,5,550,0,18-03-13,2887.5,20122013,8721,13-03-13,5,20122013,8315,5,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,445,15201732,107,20122013,50753,, ,0,10,175,0,18-03-13,1837.5,20122013,8721,13-03-13,10,20122013,8315,10,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,445,15282478,107,20122013,50752,, ,0,5,230,0,18-03-13,1207.5,20122013,8883,19-03-13,5,20122013,8459,5,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,445,15282533,107,20122013,50752,, ,0,5,580,0,18-03-13,3045,20122013,8883,19-03-13,5,20122013,8459,5,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,445,15283318,107,20122013,50753,, ,0,10,72,0,18-03-13,756,20122013,8721,13-03-13,10,20122013,8315,10,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,446,15281124,103,20122013,90244,,,0,5.3,75510,0,18-03-13,472151.5,20122013,8683,13-03-13,5.3,20122013,8277,5.3,E,STORE,ADD,,,,D,901,M,117,0,0
20122013,CP,447,15282385,107,20122013,50759,,,0,8,535,0,18-03-13,4494,20122013,8712,13-03-13,8,20122013,8303,8,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,448,15201435,107,20122013,50754,,,0,40,72,0,18-03-13,3024,20122013,8686,13-03-13,40,20122013,8280,40,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,448,15201622,107,20122013,50754,,,0,18,140,0,18-03-13,2646,20122013,8686,13-03-13,18,20122013,8280,18,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,448,15284304,107,20122013,50754,,,0,6,780,0,18-03-13,4914,20122013,9057,23-03-13,6,20122013,8631,6,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,449,15283538,107,20122013,50754,, ,0,80,333,0,18-03-13,27972,20122013,8713,13-03-13,79.3,20122013,8304,79.3,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,450,15202178,170,20122013,50734,,,0,1,3675,41,18-03-13,2558.06,20122013,8913,20-03-13,1,20122013,8349,1,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,451,15207038,170,20122013,50734,,,0,1,800,0,18-03-13,1033.71,20122013,9049,23-03-13,1,20122013,8623,1,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,451,15215030,170,20122013,50734,,,0,1,725,0,18-03-13,936.8,20122013,9049,23-03-13,1,20122013,8623,1,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,452,15207126,170,20122013,50734,,,0,1,765,0,18-03-13,902.53,20122013,8918,20-03-13,1,20122013,8499,1,E,STORE,UPD,,,,D,507,M,117,0,0
20122013,CP,453,15202178,170,20122013,5799,,,0,1,3675,41,23-03-13,2558.06,20122013,8913,20-03-13,1,20122013,8349,1,E,STORE,UPD,,,,D,3,M,114,0,0
20122013,CP,454,15207102,170,20122013,5799,,,0,2,6830,10,19-03-13,12908.7,20122013,9043,23-03-13,2,20122013,8617,2,E,STORE,ADD,,,,D,3,M,114,0,0
20122013,CP,455,15282533,107,20122013,50765,,,0,3,580,0,19-03-13,1827,20122013,8885,19-03-13,3,20122013,8461,3,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,456,15283367,107,20122013,50765,,,0,16,2090,10,19-03-13,34610.4,20122013,8875,19-03-13,16,20122013,8451,16,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,457,15201007,107,20122013,50761,,,0,96,115,0,19-03-13,11592,20122013,8765,15-03-13,96,20122013,8356,96,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,457,15201132,107,20122013,50762,,,0,50,817,0,19-03-13,42892.5,20122013,8882,19-03-13,49.05,20122013,8458,49.05,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,457,15201695,107,20122013,50761,,,0,96,86,0,19-03-13,8668.8,20122013,8881,19-03-13,96,20122013,8457,96,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,457,15201698,107,20122013,50762,,,0,48,50,0,19-03-13,2520,20122013,8881,19-03-13,48,20122013,8457,48,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,457,15201701,107,20122013,50762,,,0,24,145,0,19-03-13,3654,20122013,8764,15-03-13,24,20122013,8355,24,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,457,15201702,107,20122013,50761,,,0,36,370,0,19-03-13,13986,20122013,8764,15-03-13,36,20122013,8355,36,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,458,15201435,107,20122013,50762,,,0,48,72,0,19-03-13,3628.8,20122013,8757,15-03-13,48,20122013,8346,48,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,458,15201676,107,20122013,50762,,,0,2,3600,0,19-03-13,7560,20122013,8757,15-03-13,2,20122013,8346,2,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,458,15201880,107,20122013,50761,,,0,3,5300,0,19-03-13,16695,20122013,9058,23-03-13,3,20122013,8632,3,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,459,15201451,107,20122013,50761,,,0,162,1370,0,19-03-13,233037,20122013,8987,22-03-13,164.6,20122013,8463,164.6,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,460,15201151,107,20122013,50763,,,0,2,9500,0,20-03-13,19950,20122013,8758,15-03-13,2,20122013,8347,2,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,460,15284301,107,20122013,50763,,,0,5,1100,0,20-03-13,5775,20122013,9057,23-03-13,5,20122013,8631,5,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,460,15284304,107,20122013,50763,,,0,2,790,0,20-03-13,1659,20122013,9057,23-03-13,2,20122013,8631,2,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,461,15282376,107,20122013,50763,,,0,40,587,22,20-03-13,19230.12,20122013,8747,15-03-13,39.24,20122013,8335,39.24,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,462,15201009,107,20122013,50764,, ,0,500,51.5,0,20-03-13,27037.5,20122013,8759,15-03-13,520,20122013,8348,520,E,ASD,UPD,-,,,D,507,M,117,0,0
20122013,CP,462,15201010,107,20122013,50764,, ,0,300,50,0,20-03-13,15750,20122013,8759,15-03-13,330,20122013,8348,330,E,ASD,UPD,-,,,D,507,M,117,0,0
20122013,CP,462,15284303,107,20122013,50763,, ,0,4,450,0,22-03-13,1890,20122013,8884,19-03-13,3,20122013,8460,3,E,ASD,UPD,,,,D,507,M,117,0,0
20122013,CP,463,15201988,107,20122013,50764,,,0,20,65,0,20-03-13,1365,20122013,8836,18-03-13,20,20122013,8417,20,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,464,15282384,107,20122013,50764,,,0,15,970,15,20-03-13,12985.88,20122013,8748,15-03-13,15,20122013,8336,15,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,464,15282385,107,20122013,50764,,,0,10,535,0,20-03-13,5617.5,20122013,8748,15-03-13,10,20122013,8336,10,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,465,15284336,104,20122013,30436,,,0,2,291000,0,30-03-13,611100,20132014,179,06-04-13,2,20132014,181,2,E,STORE,UPD,AS PER ATTACHED DATA SHEET,,,D,303,M,29,0,0
20122013,CP,466,15284337,107,20122013,50767,,,0,40,22,0,22-03-13,924,20122013,8844,19-03-13,40,20122013,8425,40,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,466,15284338,107,20122013,50767,,,0,40,30,0,22-03-13,1260,20122013,8844,19-03-13,40,20122013,8425,40,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,466,15284339,107,20122013,50767,,,0,40,35,0,22-03-13,1470,20122013,8844,19-03-13,40,20122013,8425,40,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,467,15201010,107,20122013,50769,,,0,300,50,0,22-03-13,15750,20122013,8930,20-03-13,300,20122013,8512,300,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,467,15201209,107,20122013,50769,,,0,750,50,0,22-03-13,39375,20122013,8930,20-03-13,750,20122013,8512,750,E,STORE,ADD,-,,,D,507,M,117,0,0
20122013,CP,467,15201213,107,20122013,50770,,,0,140,225,0,22-03-13,33075,20122013,8886,19-03-13,133.5,20122013,8462,133.5,E,STORE,ADD,-,,,D,504,M,116,0,0
20122013,CP,467,15282480,107,20122013,50770,,,0,5,130,0,22-03-13,682.5,20122013,9029,23-03-13,5,20122013,8607,5,E,STORE,ADD,-,,,D,504,M,116,0,0
20122013,CP,467,15283726,107,20122013,50770,,,0,5,42,0,22-03-13,220.5,20122013,9029,23-03-13,5,20122013,8607,5,E,STORE,ADD,-,,,D,504,M,116,0,0
20122013,CP,468,15216078,240,20122013,40548,, ,0,4,18021.34,0,27-03-13,72085.36,20122013,8986,22-03-13,4,20122013,8570,4,E,STORE,UPD,,,,D,414,M,O01,0,0
20122013,CP,469,15283982,107,20122013,50772,,,0,2,5859,0,25-03-13,12303.9,20132014,135,05-04-13,2,20132014,135,2,E,STORE,UPD,-,,,D,507,M,117,0,0
20122013,CP,470,15202029,160,20122013,50784,,,0,300,183,61,26-03-13,25260.27,20122013,8988,22-03-13,300,20122013,8523,300,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,470,15202029,160,20122013,50785,,,0,600,183,61,26-03-13,50520.54,20122013,8988,22-03-13,600,20122013,8523,600,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,470,15202134,160,20122013,50784,,,0,300,250,61,26-03-13,34508.57,20122013,8989,22-03-13,300,20122013,8524,300,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,471,15202152,160,20122013,50784,,,0,3,405,0,26-03-13,1275.75,20122013,9000,22-03-13,3,20122013,8581,3,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,471,15202152,160,20122013,50785,,,0,7,405,0,26-03-13,2976.75,20122013,9000,22-03-13,7,20122013,8581,7,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,471,15202273,160,20122013,50784,,,0,20,34,0,26-03-13,714,20122013,9000,22-03-13,20,20122013,8581,20,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,471,15202494,160,20122013,50785,,,0,30,18.7,0,26-03-13,589.05,20122013,9000,22-03-13,30,20122013,8581,30,E,STORE,ADD,,,,D,507,M,117,0,0
20122013,CP,472,15202250,160,20122013,50785,,,0,3,3320,25,26-03-13,7843.5,20122013,9114,26-03-13,3,20122013,8702,3,E,STORE,UPD,,,,D,507,M,117,0,0
20122013,CP,472,15202490,160,20122013,50785,,,0,12,81,25,26-03-13,765.45,20122013,9114,26-03-13,12,20122013,8702,12,E,STORE,UPD,,,,D,507,M,117,0,0
20122013,CP,472,15202491,160,20122013,50784,, ,0,3,6800,20,27-03-13,17136,20122013,9114,26-03-13,3,20122013,8702,3,E,STORE,UPD,,,,D,507,M,117,0,0
20122013,CP,473,15284342,107,20122013,50777,,,0,2,940,0,29-03-12,1974, ,0,NULL,0, ,0,0, ,ASD,ADD,-,,,D,504,M,116,0,0
